comp_name,candidate_type,candidate_id,pdb_id_b,ab_chain_ids_b,ag_chain_ids_b,resolution_b,resolution_method_b,ab_pdb_id_u,ab_chain_ids_u,ab_resolution_u,ab_resolution_method_u,ag_pdb_id_u,ag_chain_ids_u,ag_resolution_u,ag_resolution_method_u,ab_mismatches_cnt,ag_mismatches_cnt,small_molecules_message
4hcr_H+L-A,B:U,1,4hcr,H+L,A,2,X-ray,4hcr,H+L,2,X-ray,4HD9,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4hcr_H+L-A,B:U,2,4hcr,H+L,A,2,X-ray,4hcr,H+L,2,X-ray,1BQS,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6hhc_H+L-A,B:U,0,6hhc,H+L,A,2,X-ray,6hhc,H+L,2,X-ray,6VLV,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6hhc_H+L-A,B:U,1,6hhc,H+L,A,2,X-ray,6hhc,H+L,2,X-ray,6USY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6hhc_H+L-A,B:U,2,6hhc,H+L,A,2,X-ray,6hhc,H+L,2,X-ray,6VLU,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6hhc_H+L-A,B:U,3,6hhc,H+L,A,2,X-ray,6hhc,H+L,2,X-ray,7MBO,A,0,X-ray,0,0,small molecules with n_atoms > 15 detected
6hhc_H+L-A,B:U,4,6hhc,H+L,A,2,X-ray,6hhc,H+L,2,X-ray,6TS5,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4ut9_K+O-C,B:U,0,4ut9,K+O,C,3,X-ray,4ut9,K+O,3,X-ray,4UTC,A,3,X-ray,0,0,NA
4ut9_K+O-C,B:U,1,4ut9,K+O,C,3,X-ray,4ut9,K+O,3,X-ray,4UTC,B,3,X-ray,0,0,NA
6oca_C-A,B:U,0,6oca,C,A,2,X-ray,6oca,C,2,X-ray,4HUO,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6oca_C-A,B:U,1,6oca,C,A,2,X-ray,6oca,C,2,X-ray,6URX,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6oca_C-A,B:U,2,6oca,C,A,2,X-ray,6oca,C,2,X-ray,4HV7,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6oca_C-A,B:U,3,6oca,C,A,2,X-ray,6oca,C,2,X-ray,4MX5,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6oca_C-A,B:U,4,6oca,C,A,2,X-ray,6oca,C,2,X-ray,6URY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6oca_C-A,B:U,5,6oca,C,A,2,X-ray,6oca,C,2,X-ray,6URY,B,1,X-ray,0,0,NA
4m1c_C+D-A,B:U,0,4m1c,C+D,A,3,X-ray,4m1c,C+D,3,X-ray,4GS8,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4m1c_C+D-A,B:U,1,4m1c,C+D,A,3,X-ray,4m1c,C+D,3,X-ray,4GS8,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4m1c_C+D-A,B:U,2,4m1c,C+D,A,3,X-ray,4m1c,C+D,3,X-ray,4GSC,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4m1c_C+D-A,B:U,3,4m1c,C+D,A,3,X-ray,4m1c,C+D,3,X-ray,4GSC,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4m1c_C+D-A,B:U,4,4m1c,C+D,A,3,X-ray,4m1c,C+D,3,X-ray,4NXO,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4m1c_C+D-A,B:U,5,4m1c,C+D,A,3,X-ray,4m1c,C+D,3,X-ray,4NXO,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4ogy_H+L-A,U:U,0,4ogy,H+L,A,2,X-ray,4PUB,H+L,1,X-ray,6O1S,E,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4ogy_H+L-A,U:U,1,4ogy,H+L,A,2,X-ray,4PUB,H+L,1,X-ray,2ANY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4ogy_H+L-A,U:U,2,4ogy,H+L,A,2,X-ray,4PUB,H+L,1,X-ray,5TJX,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_C+D-E,B:U,0,5d1x,C+D,E,3,X-ray,5d1x,C+D,3,X-ray,3RTL,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_C+D-E,B:U,1,5d1x,C+D,E,3,X-ray,5d1x,C+D,3,X-ray,3RTL,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_C+D-E,B:U,2,5d1x,C+D,E,3,X-ray,5d1x,C+D,3,X-ray,3RTL,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_C+D-E,B:U,3,5d1x,C+D,E,3,X-ray,5d1x,C+D,3,X-ray,3RTL,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_C+D-E,B:U,4,5d1x,C+D,E,3,X-ray,5d1x,C+D,3,X-ray,3RUR,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_C+D-E,B:U,5,5d1x,C+D,E,3,X-ray,5d1x,C+D,3,X-ray,3RUR,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_C+D-E,B:U,6,5d1x,C+D,E,3,X-ray,5d1x,C+D,3,X-ray,3RUR,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_C+D-E,B:U,7,5d1x,C+D,E,3,X-ray,5d1x,C+D,3,X-ray,3RUR,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5wob_I+J-A,B:U,0,5wob,I+J,A,3,X-ray,5wob,I+J,3,X-ray,4GS8,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5wob_I+J-A,B:U,1,5wob,I+J,A,3,X-ray,5wob,I+J,3,X-ray,4GS8,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5wob_I+J-A,B:U,2,5wob,I+J,A,3,X-ray,5wob,I+J,3,X-ray,4GSC,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5wob_I+J-A,B:U,3,5wob,I+J,A,3,X-ray,5wob,I+J,3,X-ray,4GSC,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5wob_I+J-A,B:U,4,5wob,I+J,A,3,X-ray,5wob,I+J,3,X-ray,4NXO,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5wob_I+J-A,B:U,5,5wob,I+J,A,3,X-ray,5wob,I+J,3,X-ray,4NXO,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
2xv6_B-A,B:U,0,2xv6,B,A,1,X-ray,2xv6,B,1,X-ray,4IPY,A,1,X-ray,0,0,NA
2xv6_B-A,B:U,1,2xv6,B,A,1,X-ray,2xv6,B,1,X-ray,4IPY,B,1,X-ray,0,0,NA
2xv6_B-A,B:U,2,2xv6,B,A,1,X-ray,2xv6,B,1,X-ray,4IPY,C,1,X-ray,0,0,NA
2xv6_B-A,B:U,3,2xv6,B,A,1,X-ray,2xv6,B,1,X-ray,4IPY,D,1,X-ray,0,0,NA
1bql_H+L-Y,B:U,0,1bql,H+L,Y,2,X-ray,1bql,H+L,2,X-ray,1DKJ,A,2,X-ray,0,0,NA
1bql_H+L-Y,B:U,1,1bql,H+L,Y,2,X-ray,1bql,H+L,2,X-ray,1DKK,A,1,X-ray,0,0,NA
1bql_H+L-Y,B:U,2,1bql,H+L,Y,2,X-ray,1bql,H+L,2,X-ray,1DKK,B,1,X-ray,0,0,NA
5cd5_C+D-A,U:U,0,5cd5,C+D,A,3,X-ray,5CD3,H+H,2,X-ray,3TGT,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5cd5_C+D-A,U:U,1,5cd5,C+D,A,3,X-ray,5CD3,B+B,2,X-ray,3TGT,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5cd5_C+D-A,U:U,2,5cd5,C+D,A,3,X-ray,5CD3,D+D,2,X-ray,3TGT,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5cd5_C+D-A,U:U,3,5cd5,C+D,A,3,X-ray,5CD3,F+F,2,X-ray,3TGT,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
1kir_B+A-C,B:U,0,1kir,B+A,C,2,X-ray,1kir,B+A,2,X-ray,7BYP,A,1,X-ray,0,0,NA
1kir_B+A-C,B:U,1,1kir,B+A,C,2,X-ray,1kir,B+A,2,X-ray,7CDO,A,1,X-ray,0,0,NA
1kir_B+A-C,B:U,2,1kir,B+A,C,2,X-ray,1kir,B+A,2,X-ray,7CDM,A,1,X-ray,0,0,NA
6dbg_C-B,U:U,0,6dbg,C,B,1,X-ray,6DBA,A,1,X-ray,2Y5Q,A,3,X-ray,0,0,NA
6dbg_C-B,U:U,1,6dbg,C,B,1,X-ray,6DBA,B,1,X-ray,2Y5Q,A,3,X-ray,0,0,NA
6dbg_C-B,U:U,2,6dbg,C,B,1,X-ray,6DBA,A,1,X-ray,2WQU,A,2,X-ray,0,0,NA
6dbg_C-B,U:U,3,6dbg,C,B,1,X-ray,6DBA,B,1,X-ray,2WQU,A,2,X-ray,0,0,NA
6dbg_C-B,U:U,4,6dbg,C,B,1,X-ray,6DBA,A,1,X-ray,2WQU,B,2,X-ray,0,0,NA
6dbg_C-B,U:U,5,6dbg,C,B,1,X-ray,6DBA,B,1,X-ray,2WQU,B,2,X-ray,0,0,NA
6dbg_C-B,U:U,6,6dbg,C,B,1,X-ray,6DBA,A,1,X-ray,2WQU,C,2,X-ray,0,0,NA
6dbg_C-B,U:U,7,6dbg,C,B,1,X-ray,6DBA,B,1,X-ray,2WQU,C,2,X-ray,0,0,NA
6dbg_C-B,U:U,8,6dbg,C,B,1,X-ray,6DBA,A,1,X-ray,2WQU,D,2,X-ray,0,0,NA
6dbg_C-B,U:U,9,6dbg,C,B,1,X-ray,6DBA,B,1,X-ray,2WQU,D,2,X-ray,0,0,NA
6dbg_C-B,U:U,10,6dbg,C,B,1,X-ray,6DBA,A,1,X-ray,2WQU,E,2,X-ray,0,0,NA
6dbg_C-B,U:U,11,6dbg,C,B,1,X-ray,6DBA,B,1,X-ray,2WQU,E,2,X-ray,0,0,NA
6dbg_C-B,U:U,12,6dbg,C,B,1,X-ray,6DBA,A,1,X-ray,2WQU,F,2,X-ray,0,0,NA
6dbg_C-B,U:U,13,6dbg,C,B,1,X-ray,6DBA,B,1,X-ray,2WQU,F,2,X-ray,0,0,NA
6dbg_C-B,U:U,14,6dbg,C,B,1,X-ray,6DBA,A,1,X-ray,1H6T,A,1,X-ray,0,0,NA
6dbg_C-B,U:U,15,6dbg,C,B,1,X-ray,6DBA,B,1,X-ray,1H6T,A,1,X-ray,0,0,NA
6dbg_C-B,U:U,16,6dbg,C,B,1,X-ray,6DBA,A,1,X-ray,2WQV,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6dbg_C-B,U:U,17,6dbg,C,B,1,X-ray,6DBA,B,1,X-ray,2WQV,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6dbg_C-B,U:U,18,6dbg,C,B,1,X-ray,6DBA,A,1,X-ray,2WQV,B,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6dbg_C-B,U:U,19,6dbg,C,B,1,X-ray,6DBA,B,1,X-ray,2WQV,B,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5uek_H+L-A,B:U,0,5uek,H+L,A,1,X-ray,5uek,H+L,1,X-ray,2IDC,A,2,X-ray,0,0,NA
5uek_H+L-A,B:U,1,5uek,H+L,A,1,X-ray,5uek,H+L,1,X-ray,1WG3,A,3,X-ray,0,0,NA
5uek_H+L-A,B:U,2,5uek,H+L,A,1,X-ray,5uek,H+L,1,X-ray,1ROC,A,1,X-ray,0,0,NA
1ic4_H+L-Y,B:U,0,1ic4,H+L,Y,2,X-ray,1ic4,H+L,2,X-ray,7BYP,A,1,X-ray,0,0,NA
1ic4_H+L-Y,B:U,1,1ic4,H+L,Y,2,X-ray,1ic4,H+L,2,X-ray,7CDO,A,1,X-ray,0,0,NA
1ic4_H+L-Y,B:U,2,1ic4,H+L,Y,2,X-ray,1ic4,H+L,2,X-ray,7CDM,A,1,X-ray,0,0,NA
6qb6_H+L-A,U:U,0,6qb6,H+L,A,2,X-ray,6QBC,H+L,1,X-ray,6FS1,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6qb6_H+L-A,U:U,1,6qb6,H+L,A,2,X-ray,6QBC,H+L,1,X-ray,6FS1,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6qb6_H+L-A,U:U,2,6qb6,H+L,A,2,X-ray,6QBC,H+L,1,X-ray,5KU9,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
6qb6_H+L-A,U:U,3,6qb6,H+L,A,2,X-ray,6QBC,H+L,1,X-ray,5KU9,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
1bzq_N-B,B:U,0,1bzq,N,B,2,X-ray,1bzq,N,2,X-ray,8RAT,A,1,X-ray,0,0,NA
1bzq_N-B,B:U,1,1bzq,N,B,2,X-ray,1bzq,N,2,X-ray,6ETL,A,0,X-ray,0,0,NA
1bzq_N-B,B:U,2,1bzq,N,B,2,X-ray,1bzq,N,2,X-ray,6ETM,A,0,X-ray,0,0,NA
1bzq_N-B,B:U,3,1bzq,N,B,2,X-ray,1bzq,N,2,X-ray,7RSA,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
1bzq_N-B,B:U,4,1bzq,N,B,2,X-ray,1bzq,N,2,X-ray,6ETK,A,0,X-ray,0,0,NA
3hfm_H+L-Y,B:U,0,3hfm,H+L,Y,3,X-ray,3hfm,H+L,3,X-ray,7BYP,A,1,X-ray,0,0,NA
3hfm_H+L-Y,B:U,1,3hfm,H+L,Y,3,X-ray,3hfm,H+L,3,X-ray,7CDO,A,1,X-ray,0,0,NA
3hfm_H+L-Y,B:U,2,3hfm,H+L,Y,3,X-ray,3hfm,H+L,3,X-ray,7CDM,A,1,X-ray,0,0,NA
5w4l_H+L-G,B:U,0,5w4l,H+L,G,2,X-ray,5w4l,H+L,2,X-ray,4DKO,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5w4l_H+L-G,B:U,1,5w4l,H+L,G,2,X-ray,5w4l,H+L,2,X-ray,4DKO,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5w4l_H+L-G,B:U,2,5w4l,H+L,G,2,X-ray,5w4l,H+L,2,X-ray,4RZ8,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5w4l_H+L-G,B:U,3,5w4l,H+L,G,2,X-ray,5w4l,H+L,2,X-ray,4RZ8,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5w4l_H+L-G,B:U,4,5w4l,H+L,G,2,X-ray,5w4l,H+L,2,X-ray,4RZ8,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5w4l_H+L-G,B:U,5,5w4l,H+L,G,2,X-ray,5w4l,H+L,2,X-ray,4RZ8,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5w4l_H+L-G,B:U,6,5w4l,H+L,G,2,X-ray,5w4l,H+L,2,X-ray,4DVV,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5w4l_H+L-G,B:U,7,5w4l,H+L,G,2,X-ray,5w4l,H+L,2,X-ray,4DVV,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5w4l_H+L-G,B:U,8,5w4l,H+L,G,2,X-ray,5w4l,H+L,2,X-ray,4DKP,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5w4l_H+L-G,B:U,9,5w4l,H+L,G,2,X-ray,5w4l,H+L,2,X-ray,4DKP,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5w4l_H+L-G,B:U,10,5w4l,H+L,G,2,X-ray,5w4l,H+L,2,X-ray,4DKQ,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6wh9_H+I-A,B:U,0,6wh9,H+I,A,2,X-ray,6wh9,H+I,2,X-ray,2FR0,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6wh9_H+I-A,B:U,1,6wh9,H+I,A,2,X-ray,6wh9,H+I,2,X-ray,2FR1,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6ui1_D-A,B:U,0,6ui1,D,A,2,X-ray,6ui1,D,2,X-ray,3V0C,A,4,X-ray,0,0,NA
7now_A-B,B:U,0,7now,A,B,1,X-ray,7now,A,1,X-ray,7NQ6,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6dfi_H+L-E,B:U,0,6dfi,H+L,E,2,X-ray,6dfi,H+L,2,X-ray,5OMZ,A,100,UNKNOWN,0,0,NA
3ngb_B+C-A,B:U,0,3ngb,B+C,A,2,X-ray,3ngb,B+C,2,X-ray,3TGT,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
1ndm_B+A-C,B:U,0,1ndm,B+A,C,2,X-ray,1ndm,B+A,2,X-ray,7BYP,A,1,X-ray,0,0,NA
1ndm_B+A-C,B:U,1,1ndm,B+A,C,2,X-ray,1ndm,B+A,2,X-ray,7CDO,A,1,X-ray,0,0,NA
1ndm_B+A-C,B:U,2,1ndm,B+A,C,2,X-ray,1ndm,B+A,2,X-ray,7CDM,A,1,X-ray,0,0,NA
4tsa_H+L-A,B:U,0,4tsa,H+L,A,2,X-ray,4tsa,H+L,2,X-ray,7BYP,A,1,X-ray,0,0,NA
4tsa_H+L-A,B:U,1,4tsa,H+L,A,2,X-ray,4tsa,H+L,2,X-ray,7CDO,A,1,X-ray,0,0,NA
4tsa_H+L-A,B:U,2,4tsa,H+L,A,2,X-ray,4tsa,H+L,2,X-ray,7CDM,A,1,X-ray,0,0,NA
4kuc_F+E-I,B:U,0,4kuc,F+E,I,2,X-ray,4kuc,F+E,2,X-ray,4HUO,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4kuc_F+E-I,B:U,1,4kuc,F+E,I,2,X-ray,4kuc,F+E,2,X-ray,6URX,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4kuc_F+E-I,B:U,2,4kuc,F+E,I,2,X-ray,4kuc,F+E,2,X-ray,4HV7,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4kuc_F+E-I,B:U,3,4kuc,F+E,I,2,X-ray,4kuc,F+E,2,X-ray,4MX5,X,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4kuc_F+E-I,B:U,4,4kuc,F+E,I,2,X-ray,4kuc,F+E,2,X-ray,6URY,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4kuc_F+E-I,B:U,5,4kuc,F+E,I,2,X-ray,4kuc,F+E,2,X-ray,6URY,B,1,X-ray,0,0,NA
1p2c_E+D-F,B:U,0,1p2c,E+D,F,2,X-ray,1p2c,E+D,2,X-ray,7BYP,A,1,X-ray,0,0,NA
1p2c_E+D-F,B:U,1,1p2c,E+D,F,2,X-ray,1p2c,E+D,2,X-ray,7CDO,A,1,X-ray,0,0,NA
1p2c_E+D-F,B:U,2,1p2c,E+D,F,2,X-ray,1p2c,E+D,2,X-ray,7CDM,A,1,X-ray,0,0,NA
4h8w_H+L-G,U:U,0,4h8w,H+L,G,1,X-ray,3TNN,A+B,1,X-ray,4DKO,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,1,4h8w,H+L,G,1,X-ray,3TNN,C+D,1,X-ray,4DKO,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,2,4h8w,H+L,G,1,X-ray,3TNN,E+F,1,X-ray,4DKO,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,3,4h8w,H+L,G,1,X-ray,3TNN,A+B,1,X-ray,4DKO,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,4,4h8w,H+L,G,1,X-ray,3TNN,C+D,1,X-ray,4DKO,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,5,4h8w,H+L,G,1,X-ray,3TNN,E+F,1,X-ray,4DKO,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,6,4h8w,H+L,G,1,X-ray,3TNN,A+B,1,X-ray,4RZ8,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,7,4h8w,H+L,G,1,X-ray,3TNN,C+D,1,X-ray,4RZ8,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,8,4h8w,H+L,G,1,X-ray,3TNN,E+F,1,X-ray,4RZ8,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,9,4h8w,H+L,G,1,X-ray,3TNN,A+B,1,X-ray,4RZ8,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,10,4h8w,H+L,G,1,X-ray,3TNN,C+D,1,X-ray,4RZ8,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,11,4h8w,H+L,G,1,X-ray,3TNN,E+F,1,X-ray,4RZ8,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,12,4h8w,H+L,G,1,X-ray,3TNN,A+B,1,X-ray,4RZ8,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,13,4h8w,H+L,G,1,X-ray,3TNN,C+D,1,X-ray,4RZ8,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,14,4h8w,H+L,G,1,X-ray,3TNN,E+F,1,X-ray,4RZ8,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,15,4h8w,H+L,G,1,X-ray,3TNN,A+B,1,X-ray,4RZ8,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,16,4h8w,H+L,G,1,X-ray,3TNN,C+D,1,X-ray,4RZ8,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,17,4h8w,H+L,G,1,X-ray,3TNN,E+F,1,X-ray,4RZ8,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,18,4h8w,H+L,G,1,X-ray,3TNN,A+B,1,X-ray,4DVV,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,19,4h8w,H+L,G,1,X-ray,3TNN,C+D,1,X-ray,4DVV,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,20,4h8w,H+L,G,1,X-ray,3TNN,E+F,1,X-ray,4DVV,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,21,4h8w,H+L,G,1,X-ray,3TNN,A+B,1,X-ray,4DVV,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,22,4h8w,H+L,G,1,X-ray,3TNN,C+D,1,X-ray,4DVV,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,23,4h8w,H+L,G,1,X-ray,3TNN,E+F,1,X-ray,4DVV,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,24,4h8w,H+L,G,1,X-ray,3TNN,A+B,1,X-ray,4DKP,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,25,4h8w,H+L,G,1,X-ray,3TNN,C+D,1,X-ray,4DKP,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,26,4h8w,H+L,G,1,X-ray,3TNN,E+F,1,X-ray,4DKP,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,27,4h8w,H+L,G,1,X-ray,3TNN,A+B,1,X-ray,4DKP,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,28,4h8w,H+L,G,1,X-ray,3TNN,C+D,1,X-ray,4DKP,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,29,4h8w,H+L,G,1,X-ray,3TNN,E+F,1,X-ray,4DKP,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,30,4h8w,H+L,G,1,X-ray,3TNN,A+B,1,X-ray,4DKQ,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,31,4h8w,H+L,G,1,X-ray,3TNN,C+D,1,X-ray,4DKQ,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4h8w_H+L-G,U:U,32,4h8w,H+L,G,1,X-ray,3TNN,E+F,1,X-ray,4DKQ,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7aqg_C-A,B:U,0,7aqg,C,A,2,X-ray,7aqg,C,2,X-ray,3Q02,A,2,X-ray,0,0,NA
7aqg_C-A,B:U,1,7aqg,C,A,2,X-ray,7aqg,C,2,X-ray,3Q02,B,2,X-ray,0,0,NA
7aqg_C-A,B:U,2,7aqg,C,A,2,X-ray,7aqg,C,2,X-ray,3Q03,A,2,X-ray,0,0,NA
7aqg_C-A,B:U,3,7aqg,C,A,2,X-ray,7aqg,C,2,X-ray,3Q03,B,2,X-ray,0,0,NA
6j11_D+E-C,B:U,0,6j11,D+E,C,3,X-ray,6j11,D+E,3,X-ray,5X4R,A,1,X-ray,0,0,NA
6j11_D+E-C,B:U,1,6j11,D+E,C,3,X-ray,6j11,D+E,3,X-ray,5VYH,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5wk3_Q+P-A,U:U,0,5wk3,Q+P,A,1,X-ray,5WK2,H+L,1,X-ray,1NR2,A,2,X-ray,0,1,small molecules with 7 < n_atoms <= 15 detected
5wk3_Q+P-A,U:U,1,5wk3,Q+P,A,1,X-ray,5WK2,H+L,1,X-ray,1NR2,B,2,X-ray,0,1,small molecules with 7 < n_atoms <= 15 detected
5b71_D+C-F,B:U,0,5b71,D+C,F,2,X-ray,5b71,D+C,2,X-ray,3CU7,A,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5b71_D+C-F,B:U,1,5b71,D+C,F,2,X-ray,5b71,D+C,2,X-ray,3CU7,B,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4grw_H-B,B:U,0,4grw,H,B,2,X-ray,4grw,H,2,X-ray,1F42,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
1bzq_L-A,B:U,0,1bzq,L,A,2,X-ray,1bzq,L,2,X-ray,8RAT,A,1,X-ray,0,0,NA
1bzq_L-A,B:U,1,1bzq,L,A,2,X-ray,1bzq,L,2,X-ray,6ETL,A,0,X-ray,0,0,NA
1bzq_L-A,B:U,2,1bzq,L,A,2,X-ray,1bzq,L,2,X-ray,6ETM,A,0,X-ray,0,0,NA
1bzq_L-A,B:U,3,1bzq,L,A,2,X-ray,1bzq,L,2,X-ray,7RSA,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
1bzq_L-A,B:U,4,1bzq,L,A,2,X-ray,1bzq,L,2,X-ray,6ETK,A,0,X-ray,0,0,NA
5e5m_F-E,B:U,0,5e5m,F,E,2,X-ray,5e5m,F,2,X-ray,5E56,A,1,X-ray,0,0,NA
4olu_H+L-G,B:U,0,4olu,H+L,G,2,X-ray,4olu,H+L,2,X-ray,3TGT,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6h1f_A-B,B:U,0,6h1f,A,B,1,X-ray,6h1f,A,1,X-ray,6QBF,A,3,X-ray,0,2,NA
